GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
Thu Feb 18 17:09:04 EST 2016,18-Feb-2016 17:09:04.003,-75.75127231,39.66438552,0.0,10.0,-21.600000381469727,0.0,-1.1109096,9.423578,1.9153614,0.0057700276,0.0,1146.75,-,18.039215087890625
Thu Feb 18 17:09:04 EST 2016,18-Feb-2016 17:09:04.102,-75.75127231,39.66438552,0.0,10.0,-21.600000381469727,0.0,-3.3327289,7.699753,0.61291564,-0.12346411,0.0,1146.0,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.203,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-1.3790601,9.5385,2.566584,0.035673916,0.0,1146.0,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.303,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-0.80445176,10.649409,2.9113493,0.14738554,0.0,1144.5,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.402,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-2.9879637,9.040505,3.4093432,0.049934804,0.0,1144.5,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.503,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-3.7924154,8.542512,4.3287168,0.06897229,0.0,1144.5,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.603,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-3.3327289,8.925584,3.86903,0.06722814,0.0,1135.0,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.703,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-2.9879637,9.308656,2.4899697,0.04739493,0.0,1135.0,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.803,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-0.7278373,10.189722,4.1371803,0.14251012,0.0,1142.0,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:04.902,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,0.6512229,7.967903,2.873042,-0.115041435,0.0,1142.0,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:05.003,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-0.19153613,9.500193,2.9496565,0.03321129,0.0,1146.75,-,18.039215087890625
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:05.103,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,-0.5363012,9.768343,2.719813,0.0540753,0.0,1146.75,-,18.039215087890625
