GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
Thu Feb 25 08:45:10 EST 2016,25-Feb-2016 08:45:10.258,-75.70426508,39.51766411,0.0,9.0,20.399999618530273,0.0,0.19153613,7.0485296,7.469909,0.06611472,0.0,1158.5,-,18.431373596191406
Thu Feb 25 08:45:10 EST 2016,25-Feb-2016 08:45:10.352,-75.70426508,39.51766411,0.0,9.0,20.399999618530273,0.0,-0.076614454,6.9719152,7.3549876,0.052084625,0.0,1158.5,-,18.431373596191406
Thu Feb 25 08:45:10 EST 2016,25-Feb-2016 08:45:10.451,-75.70426508,39.51766411,0.0,9.0,20.399999618530273,0.0,0.038307227,7.1634517,7.5082164,0.07683593,0.0,1157.0,-,18.431373596191406
Thu Feb 25 08:45:10 EST 2016,25-Feb-2016 08:45:10.551,-75.70426508,39.51766411,0.0,9.0,20.399999618530273,0.0,0.61291564,7.1251445,8.121132,0.12206787,0.0,1157.0,-,18.431373596191406
Thu Feb 25 08:45:10 EST 2016,25-Feb-2016 08:45:10.651,-75.70426508,39.51766411,0.0,9.0,20.399999618530273,0.0,1.0726024,7.967903,6.397307,0.06634039,0.0,1157.0,-,18.431373596191406
Thu Feb 25 08:45:10 EST 2016,25-Feb-2016 08:45:10.751,-75.70426508,39.51766411,0.0,9.0,20.399999618530273,0.0,0.842759,7.201759,6.0142345,-0.020700276,0.0,1159.25,-,18.431373596191406
Thu Feb 25 08:45:10 EST 2016,25-Feb-2016 08:45:10.851,-75.70426508,39.51766411,0.0,9.0,20.399999618530273,0.0,0.80445176,6.244078,8.159439,0.06955296,0.0,1159.25,-,18.431373596191406
Thu Feb 25 08:45:11 EST 2016,25-Feb-2016 08:45:10.950,-75.70426507,39.51766409,0.0,9.0,20.399999618530273,0.0,-0.038307227,7.201759,6.933608,0.038070858,0.0,1159.25,-,18.431373596191406
Thu Feb 25 08:45:11 EST 2016,25-Feb-2016 08:45:11.051,-75.70426507,39.51766409,0.0,9.0,20.399999618530273,0.0,-3.217807,8.0445175,5.66947,0.07448369,0.0,1159.25,-,18.431373596191406
Thu Feb 25 08:45:11 EST 2016,25-Feb-2016 08:45:11.151,-75.70426507,39.51766409,0.0,9.0,20.399999618530273,0.0,-3.1794999,10.113108,5.4779334,0.23539227,0.0,1160.75,-,18.431373596191406
