0.0 ,  0.0 ,    +  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  1
0.0 ,  0.0 ,    +  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  1
0.0 ,  0.0 ,    +  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  1
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:07.000Z  +  2016-05-14T21:49:07.000Z ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:08.000Z  +  1463262548.0 ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:09.000Z  +  2016-05-14T21:49:09.000Z ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:10.000Z  +  1463262550.0 ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:11.000Z  +  2016-05-14T21:49:11.000Z ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:12.000Z  +  1463262552.0 ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:13.000Z  +  2016-05-14T21:49:13.000Z ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:14.000Z  +  1463262554.0 ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:15.000Z  +  2016-05-14T21:49:15.000Z ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:16.000Z  +  1463262556.0 ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:17.000Z  +  2016-05-14T21:49:17.000Z ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:18.000Z  +  1463262558.0 ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661645305 ,  -75.725491625 ,  2016-05-14T21:49:19.000Z  +  2016-05-14T21:49:19.000Z ,  -6.18 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661634108 ,  -75.725488952 ,  2016-05-14T21:49:20.000Z  +  1463262560.0 ,  -3.114 ,  39.93 ,  46.719 ,  0.005 ,  0.376 ,  0.79 ,  151.6251 ,  3
39.661625691 ,  -75.725500445 ,  2016-05-14T21:49:21.000Z  +  2016-05-14T21:49:21.000Z ,  1.147 ,  39.93 ,  46.719 ,  0.005 ,  0.288 ,  0.916 ,  199.1645 ,  3
39.661614494 ,  -75.725497772 ,  2016-05-14T21:49:22.000Z  +  1463262562.0 ,  4.213 ,  39.93 ,  46.719 ,  0.005 ,  0.222 ,  0.846 ,  165.0343 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:23.000Z  +  2016-05-14T21:49:23.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:25.000Z  +  2016-05-14T21:49:25.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:26.000Z  +  1463262566.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:26.000Z  +  1463262566.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:28.000Z  +  1463262568.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:29.000Z  +  2016-05-14T21:49:29.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:29.000Z  +  2016-05-14T21:49:29.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:31.000Z  +  2016-05-14T21:49:31.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:31.000Z  +  2016-05-14T21:49:31.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:32.000Z  +  1463262572.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:34.000Z  +  1463262574.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:35.000Z  +  2016-05-14T21:49:35.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:35.000Z  +  2016-05-14T21:49:35.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:37.000Z  +  2016-05-14T21:49:37.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:38.000Z  +  1463262578.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:38.000Z  +  1463262578.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:40.000Z  +  1463262580.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:41.000Z  +  2016-05-14T21:49:41.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:41.000Z  +  2016-05-14T21:49:41.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:43.000Z  +  2016-05-14T21:49:43.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:44.000Z  +  1463262584.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:44.000Z  +  1463262584.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:46.000Z  +  1463262586.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:47.000Z  +  2016-05-14T21:49:47.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:47.000Z  +  2016-05-14T21:49:47.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:49.000Z  +  2016-05-14T21:49:49.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:50.000Z  +  1463262590.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:50.000Z  +  1463262590.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:52.000Z  +  1463262592.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:53.000Z  +  2016-05-14T21:49:53.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:53.000Z  +  2016-05-14T21:49:53.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:55.000Z  +  2016-05-14T21:49:55.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:56.000Z  +  1463262596.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:56.000Z  +  1463262596.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:58.000Z  +  1463262598.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:59.000Z  +  2016-05-14T21:49:59.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:49:59.000Z  +  2016-05-14T21:49:59.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:01.000Z  +  2016-05-14T21:50:01.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:02.000Z  +  1463262602.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:02.000Z  +  1463262602.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:04.000Z  +  1463262604.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:05.000Z  +  2016-05-14T21:50:05.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:05.000Z  +  2016-05-14T21:50:05.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:07.000Z  +  2016-05-14T21:50:07.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:08.000Z  +  1463262608.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:08.000Z  +  1463262608.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:10.000Z  +  1463262610.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:11.000Z  +  2016-05-14T21:50:11.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:11.000Z  +  2016-05-14T21:50:11.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:13.000Z  +  2016-05-14T21:50:13.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:14.000Z  +  1463262614.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:14.000Z  +  1463262614.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:16.000Z  +  1463262616.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:17.000Z  +  2016-05-14T21:50:17.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:17.000Z  +  2016-05-14T21:50:17.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:19.000Z  +  2016-05-14T21:50:19.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:20.000Z  +  1463262620.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:20.000Z  +  1463262620.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
